,X,Y
510,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [233 224 227]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ..., 
 [[  0   0   0]
  [  0   0   0]
  [119 103 146]
  ..., 
  [  0   0   0]
  [100 147  99]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",mewtwo
511,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [251 251 251]
  [252 252 252]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",mewtwo
512,"[[[169  97  80]
  [169  97  80]
  [169  94  78]
  ..., 
  [ 86  32   9]
  [ 86  31   7]
  [ 86  32   9]]

 [[169  97  80]
  [169  97  80]
  [168  93  79]
  ..., 
  [ 87  33  10]
  [ 86  32   9]
  [ 86  32   9]]

 [[168  96  79]
  [167  95  78]
  [168  93  77]
  ..., 
  [232 223 230]
  [ 86  32   9]
  [ 86  32   9]]

 ..., 
 [[212 139 117]
  [212 139 117]
  [212 139 117]
  ..., 
  [212 139 117]
  [212 139 117]
  [212 139 117]]

 [[212 139 117]
  [212 139 117]
  [212 139 117]
  ..., 
  [212 139 117]
  [212 139 117]
  [212 139 117]]

 [[212 139 117]
  [212 139 117]
  [212 139 117]
  ..., 
  [ 58  58  58]
  [ 31  29  31]
  [ 91  91  91]]]",mewtwo
513,"[[[40 37 43]
  [40 37 43]
  [40 37 43]
  ..., 
  [40 37 43]
  [40 37 43]
  [40 37 43]]

 [[40 37 43]
  [40 37 43]
  [40 37 43]
  ..., 
  [40 37 43]
  [40 37 43]
  [40 37 43]]

 [[40 37 44]
  [40 37 43]
  [40 37 43]
  ..., 
  [40 37 43]
  [40 37 43]
  [40 37 43]]

 ..., 
 [[40 37 43]
  [40 37 43]
  [40 37 43]
  ..., 
  [40 37 43]
  [40 37 43]
  [40 37 43]]

 [[40 37 43]
  [40 37 43]
  [40 37 43]
  ..., 
  [40 37 43]
  [40 37 43]
  [40 37 43]]

 [[40 37 43]
  [40 37 43]
  [40 37 43]
  ..., 
  [40 37 43]
  [40 37 43]
  [40 37 43]]]",mewtwo
514,"[[[ 66  22  35]
  [ 90  27  43]
  [ 99  29  46]
  ..., 
  [ 82  25  40]
  [110  27  52]
  [102  30  53]]

 [[ 69  20  28]
  [ 81  26  35]
  [ 98  28  45]
  ..., 
  [ 92  29  45]
  [ 81  24  39]
  [ 87  24  40]]

 [[ 93  25  36]
  [ 84  23  33]
  [ 82  27  36]
  ..., 
  [ 72  23  31]
  [ 90  29  39]
  [ 82  25  40]]

 ..., 
 [[ 88  25  41]
  [ 91  45  64]
  [119  30  56]
  ..., 
  [ 74  23  37]
  [ 95  27  38]
  [ 81  26  35]]

 [[ 89  26  42]
  [ 91  45  64]
  [140  32  61]
  ..., 
  [ 89  28  38]
  [ 95  27  38]
  [ 78  23  32]]

 [[ 93  23  39]
  [ 89  46  59]
  [118  28  54]
  ..., 
  [ 80  25  34]
  [ 82  27  36]
  [ 70  21  29]]]",mewtwo
515,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [116 104 110]
  [  0   0   0]
  [  0   0   0]]

 ..., 
 [[ 15   7  17]
  [ 17   9  20]
  [ 36  22  43]
  ..., 
  [140 118 136]
  [205 180 199]
  [118  99 114]]

 [[ 26  15  32]
  [ 59  37  67]
  [ 22  13  23]
  ..., 
  [  7   2   4]
  [165 140 160]
  [  4   2   2]]

 [[ 49  24  59]
  [162 109 184]
  [ 19   8  22]
  ..., 
  [  1   1   1]
  [ 46  17  41]
  [ 33  11  29]]]",mewtwo
516,"[[[43 33 35]
  [42 32 33]
  [40 31 32]
  ..., 
  [44 34 35]
  [62 47 49]
  [62 47 49]]

 [[38 30 31]
  [37 28 30]
  [35 27 28]
  ..., 
  [39 30 32]
  [41 32 33]
  [44 33 35]]

 [[34 27 28]
  [32 25 26]
  [31 24 25]
  ..., 
  [35 27 28]
  [36 28 30]
  [39 30 32]]

 ..., 
 [[34 27 28]
  [32 26 26]
  [31 24 25]
  ..., 
  [35 27 28]
  [37 29 30]
  [39 30 32]]

 [[39 30 32]
  [37 29 30]
  [35 27 29]
  ..., 
  [39 31 32]
  [41 32 33]
  [44 34 35]]

 [[44 33 35]
  [42 32 34]
  [40 31 32]
  ..., 
  [44 34 35]
  [64 49 51]
  [60 46 48]]]",mewtwo
517,"[[[50 21 11]
  [54 22 14]
  [63 24 17]
  ..., 
  [74 28 20]
  [67 26 17]
  [53 23 13]]

 [[52 21 12]
  [64 24 18]
  [76 26 22]
  ..., 
  [83 29 23]
  [75 28 19]
  [74 28 26]]

 [[56 20 14]
  [70 24 20]
  [86 28 27]
  ..., 
  [93 34 31]
  [86 32 29]
  [84 31 32]]

 ..., 
 [[47 23 25]
  [46 21 26]
  [47 21 29]
  ..., 
  [38 16 16]
  [34 15 11]
  [33 15  8]]

 [[38 17 14]
  [39 18 16]
  [41 19 19]
  ..., 
  [35 16 11]
  [34 15  8]
  [32 14  6]]

 [[41 20 14]
  [41 20 14]
  [41 19 14]
  ..., 
  [40 20 13]
  [38 19 11]
  [37 18 10]]]",mewtwo
518,"[[[ 87  22  73]
  [ 48  11  40]
  [ 80  18  67]
  ..., 
  [182 111 167]
  [240 171 225]
  [174 103 160]]

 [[ 39   9  33]
  [123  55 109]
  [ 48  11  40]
  ..., 
  [232 159 216]
  [208 135 192]
  [238 167 223]]

 [[108  42  94]
  [ 39   9  33]
  [ 68  15  57]
  ..., 
  [211 138 195]
  [226 153 210]
  [195 122 179]]

 ..., 
 [[ 58  13  48]
  [110  44  96]
  [120  53 106]
  ..., 
  [243 190 232]
  [236 165 220]
  [247 209 239]]

 [[142  72 127]
  [ 81  19  68]
  [160  89 145]
  ..., 
  [242 175 227]
  [249 213 241]
  [235 162 219]]

 [[ 79  19  66]
  [170  99 155]
  [104  38  90]
  ..., 
  [244 199 234]
  [235 164 220]
  [249 213 241]]]",mewtwo
519,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",mewtwo
520,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ..., 
  [ 29  10  29]
  [  6   2   7]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ..., 
  [ 37  13  37]
  [ 10   3  10]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ..., 
  [ 37  13  37]
  [ 10   3  10]
  [  1   1   1]]

 ..., 
 [[  1   1   1]
  [124 117 120]
  [124 117 120]
  ..., 
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[123 116 119]
  [124 117 120]
  [124 117 120]
  ..., 
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[123 116 119]
  [124 117 120]
  [124 117 120]
  ..., 
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]",mewtwo
521,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [162 126 147]
  [162 129 153]
  [244 242 242]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [128  96 113]
  [227 211 222]
  [233 221 229]]

 [[245 251 247]
  [252 254 254]
  [240 241 241]
  ..., 
  [227 218 225]
  [247 242 244]
  [254 254 254]]]",mewtwo
522,"[[[ 27   0   3]
  [ 27   0   3]
  [ 30   0   5]
  ..., 
  [  0   9  12]
  [  0   9  12]
  [  0   9  12]]

 [[ 23   0   4]
  [ 19   0   3]
  [ 25   0   4]
  ..., 
  [  0   9  12]
  [  0   9  12]
  [  0   9  12]]

 [[ 21   0   3]
  [ 19   1   2]
  [ 21   0   2]
  ..., 
  [  0   9  12]
  [  0   9  12]
  [  0   9  12]]

 ..., 
 [[152 121 150]
  [163 127 163]
  [163 127 163]
  ..., 
  [ 21   0   3]
  [ 13   0   2]
  [ 13   0   2]]

 [[167 126 166]
  [163 127 163]
  [163 127 163]
  ..., 
  [ 25   0   5]
  [ 13   0   2]
  [ 13   0   2]]

 [[ 30   7  10]
  [163 127 163]
  [163 127 163]
  ..., 
  [ 26   0   3]
  [ 13   0   2]
  [ 16   0   2]]]",mewtwo
523,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",mewtwo
524,"[[[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 ..., 
 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]]",mewtwo
525,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",mewtwo
526,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",mewtwo
527,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ..., 
  [116 104 110]
  [  0   0   0]
  [  0   0   0]]

 ..., 
 [[ 15   7  17]
  [ 17   9  20]
  [ 36  22  43]
  ..., 
  [140 118 136]
  [205 180 199]
  [118  99 114]]

 [[ 26  15  32]
  [ 59  37  67]
  [ 22  13  23]
  ..., 
  [  7   2   4]
  [165 140 160]
  [  4   2   2]]

 [[ 49  24  59]
  [162 109 184]
  [ 19   8  22]
  ..., 
  [  1   1   1]
  [ 46  17  41]
  [ 33  11  29]]]",mewtwo
528,"[[[43 33 35]
  [42 32 33]
  [40 31 32]
  ..., 
  [44 34 35]
  [62 47 49]
  [62 47 49]]

 [[38 30 31]
  [37 28 30]
  [35 27 28]
  ..., 
  [39 30 32]
  [41 32 33]
  [44 33 35]]

 [[34 27 28]
  [32 25 26]
  [31 24 25]
  ..., 
  [35 27 28]
  [36 28 30]
  [39 30 32]]

 ..., 
 [[34 27 28]
  [32 26 26]
  [31 24 25]
  ..., 
  [35 27 28]
  [37 29 30]
  [39 30 32]]

 [[39 30 32]
  [37 29 30]
  [35 27 29]
  ..., 
  [39 31 32]
  [41 32 33]
  [44 34 35]]

 [[44 33 35]
  [42 32 34]
  [40 31 32]
  ..., 
  [44 34 35]
  [64 49 51]
  [60 46 48]]]",mewtwo
529,"[[[50 21 11]
  [54 22 14]
  [63 24 17]
  ..., 
  [74 28 20]
  [67 26 17]
  [53 23 13]]

 [[52 21 12]
  [64 24 18]
  [76 26 22]
  ..., 
  [83 29 23]
  [75 28 19]
  [74 28 26]]

 [[56 20 14]
  [70 24 20]
  [86 28 27]
  ..., 
  [93 34 31]
  [86 32 29]
  [84 31 32]]

 ..., 
 [[47 23 25]
  [46 21 26]
  [47 21 29]
  ..., 
  [38 16 16]
  [34 15 11]
  [33 15  8]]

 [[38 17 14]
  [39 18 16]
  [41 19 19]
  ..., 
  [35 16 11]
  [34 15  8]
  [32 14  6]]

 [[41 20 14]
  [41 20 14]
  [41 19 14]
  ..., 
  [40 20 13]
  [38 19 11]
  [37 18 10]]]",mewtwo
530,"[[[ 87  22  73]
  [ 48  11  40]
  [ 80  18  67]
  ..., 
  [182 111 167]
  [240 171 225]
  [174 103 160]]

 [[ 39   9  33]
  [123  55 109]
  [ 48  11  40]
  ..., 
  [232 159 216]
  [208 135 192]
  [238 167 223]]

 [[108  42  94]
  [ 39   9  33]
  [ 68  15  57]
  ..., 
  [211 138 195]
  [226 153 210]
  [195 122 179]]

 ..., 
 [[ 58  13  48]
  [110  44  96]
  [120  53 106]
  ..., 
  [243 190 232]
  [236 165 220]
  [247 209 239]]

 [[142  72 127]
  [ 81  19  68]
  [160  89 145]
  ..., 
  [242 175 227]
  [249 213 241]
  [235 162 219]]

 [[ 79  19  66]
  [170  99 155]
  [104  38  90]
  ..., 
  [244 199 234]
  [235 164 220]
  [249 213 241]]]",mewtwo
531,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",mewtwo
532,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ..., 
  [ 29  10  29]
  [  6   2   7]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ..., 
  [ 37  13  37]
  [ 10   3  10]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ..., 
  [ 37  13  37]
  [ 10   3  10]
  [  1   1   1]]

 ..., 
 [[  1   1   1]
  [124 117 120]
  [124 117 120]
  ..., 
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[123 116 119]
  [124 117 120]
  [124 117 120]
  ..., 
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[123 116 119]
  [124 117 120]
  [124 117 120]
  ..., 
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]",mewtwo
533,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [162 126 147]
  [162 129 153]
  [244 242 242]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [128  96 113]
  [227 211 222]
  [233 221 229]]

 [[245 251 247]
  [252 254 254]
  [240 241 241]
  ..., 
  [227 218 225]
  [247 242 244]
  [254 254 254]]]",mewtwo
534,"[[[ 27   0   3]
  [ 27   0   3]
  [ 30   0   5]
  ..., 
  [  0   9  12]
  [  0   9  12]
  [  0   9  12]]

 [[ 23   0   4]
  [ 19   0   3]
  [ 25   0   4]
  ..., 
  [  0   9  12]
  [  0   9  12]
  [  0   9  12]]

 [[ 21   0   3]
  [ 19   1   2]
  [ 21   0   2]
  ..., 
  [  0   9  12]
  [  0   9  12]
  [  0   9  12]]

 ..., 
 [[152 121 150]
  [163 127 163]
  [163 127 163]
  ..., 
  [ 21   0   3]
  [ 13   0   2]
  [ 13   0   2]]

 [[167 126 166]
  [163 127 163]
  [163 127 163]
  ..., 
  [ 25   0   5]
  [ 13   0   2]
  [ 13   0   2]]

 [[ 30   7  10]
  [163 127 163]
  [163 127 163]
  ..., 
  [ 26   0   3]
  [ 13   0   2]
  [ 16   0   2]]]",mewtwo
535,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",mewtwo
536,"[[[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 ..., 
 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]

 [[179 137 178]
  [179 137 178]
  [179 137 178]
  ..., 
  [192 185 192]
  [192 185 192]
  [192 185 192]]]",mewtwo
537,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",mewtwo
538,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",mewtwo
539,"[[[108  74  45]
  [102  68  39]
  [ 96  62  33]
  ..., 
  [ 32  20  10]
  [ 34  22  11]
  [ 33  21   9]]

 [[110  76  47]
  [104  70  41]
  [101  67  38]
  ..., 
  [ 45  29  13]
  [ 36  23  12]
  [ 34  22  12]]

 [[122  86  56]
  [108  74  45]
  [108  74  45]
  ..., 
  [ 78  51  25]
  [ 75  48  22]
  [ 76  48  24]]

 ..., 
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ..., 
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",mewtwo
540,"[[[ 94  23  46]
  [144  98 114]
  [ 88  16  29]
  ..., 
  [146 106  41]
  [ 83   9  27]
  [184 150 161]]

 [[156 111 127]
  [100  36  31]
  [250 238 234]
  ..., 
  [252 224 160]
  [254 232 183]
  [ 97  33  29]]

 [[ 97  32  31]
  [254 237 200]
  [159 120 118]
  ..., 
  [151 121  39]
  [250 223 174]
  [251 217 157]]

 ..., 
 [[175 127 147]
  [179 128 151]
  [178 123 121]
  ..., 
  [113   0  54]
  [106   0  47]
  [ 97   0  41]]

 [[135  70  96]
  [142  77 103]
  [131  53  64]
  ..., 
  [159 101 126]
  [138  71  98]
  [ 88   1  35]]

 [[169 128 143]
  [169 128 143]
  [170 128 145]
  ..., 
  [104  24  55]
  [140  83 104]
  [126  64  86]]]",mewtwo
541,"[[[4 4 4]
  [4 4 4]
  [4 4 4]
  ..., 
  [4 4 4]
  [4 4 4]
  [4 4 4]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ..., 
  [4 4 4]
  [4 4 4]
  [4 4 4]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ..., 
  [4 4 4]
  [4 4 4]
  [4 4 4]]

 ..., 
 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ..., 
  [4 4 4]
  [4 4 4]
  [4 4 4]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ..., 
  [4 4 4]
  [4 4 4]
  [4 4 4]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ..., 
  [4 4 4]
  [4 4 4]
  [4 4 4]]]",mewtwo
542,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ..., 
 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ..., 
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",mewtwo
543,"[[[ 80 132 161]
  [ 94  90  73]
  [188 157 132]
  ..., 
  [ 73 137 182]
  [ 70 134 179]
  [ 66 137 181]]

 [[  4  17   8]
  [  3  18  10]
  [127 168 160]
  ..., 
  [ 66 138 181]
  [ 66 138 182]
  [ 59 141 183]]

 [[ 81 140 171]
  [ 81 138 173]
  [108 138 137]
  ..., 
  [ 67 139 184]
  [ 60 143 183]
  [ 61 140 184]]

 ..., 
 [[208 216 216]
  [122 193 201]
  [ 98 193 200]
  ..., 
  [203 207 215]
  [201 209 224]
  [208 213 229]]

 [[103 195 199]
  [104 194 203]
  [100 190 198]
  ..., 
  [203 209 225]
  [200 210 228]
  [197 212 230]]

 [[106 195 203]
  [104 190 198]
  [102 193 201]
  ..., 
  [201 215 229]
  [200 212 227]
  [198 212 229]]]",mewtwo
